name,university,cutOffMark,popularity,type,location,description,duration
Máster en Ciencias Inmobiliarias,Universidad de Barcelona,7.900,80,Máster,Barcelona,Especialización en la gestión desarrollo y financiación de proyectos inmobiliarios con un enfoque práctico en el mercado actual.,1-2 años
Grado en Ciencias Jurídicas de las Administraciones Públicas,Universidad de Valencia,7.300,75,Carrera Universitaria,Valencia,Formación orientada a la gestión pública abarcando las ciencias jurídicas relacionadas con la administración pública y el derecho administrativo.,4 años
Grado en Ciencias Jurídicas de las Administraciones Públicas,Universidad Autónoma de Madrid,7.500,80,Carrera Universitaria,Madrid,Estudios que combinan el derecho administrativo y la gestión pública enfocándose en la gestión de los servicios públicos.,4 años
Grado en Ciencias Jurídicas de las Administraciones Públicas,Universidad de Castilla-La Mancha,7.200,70,Carrera Universitaria,Toledo,Enfoque académico que prepara a los estudiantes para trabajar en el sector público con especial énfasis en las normativas legales y gestión pública.,4 años
Máster en Ciencias Jurídicas de las Administraciones Públicas,Universidad de Valencia,8.000,85,Máster,Valencia,Programa de postgrado enfocado en la gestión pública avanzada y el análisis de políticas públicas con énfasis en el derecho administrativo.,1-2 años
Máster en Ciencias Jurídicas de las Administraciones Públicas,Universidad Autónoma de Madrid,8.200,80,Máster,Madrid,Especialización en derecho público y administración pública con una visión sobre la mejora de los servicios públicos y la gestión pública.,1-2 años
Grado en Ciencias Políticas,Universidad Complutense de Madrid,7.200,85,Carrera Universitaria,Madrid,Formación en teoría y práctica de las ciencias políticas con un enfoque hacia el análisis y la gestión pública.,4 años
Grado en Ciencias Políticas,Universidad de Barcelona,7.000,80,Carrera Universitaria,Barcelona,Estudios enfocados en las políticas públicas y su impacto en la sociedad y los procesos de toma de decisiones.,4 años
Grado en Ciencias Políticas,Universidad Autónoma de Madrid,7.300,78,Carrera Universitaria,Madrid,Análisis de la estructura y funcionamiento de los sistemas políticos así como la gestión pública a nivel nacional e internacional.,4 años
Grado en Ciencias Políticas,Universidad de Valencia,7.100,76,Carrera Universitaria,Valencia,Programa que proporciona herramientas para la comprensión y análisis del poder las instituciones y las políticas públicas.,4 años
Grado en Ciencias Políticas y de la Administración,Universidad de Salamanca,7.500,80,Carrera Universitaria,Salamanca,Enfoque multidisciplinario que integra estudios de ciencias políticas con administración pública y políticas públicas.,4 años
Grado en Ciencias Políticas y de la Administración,Universidad Autónoma de Barcelona,7.400,75,Carrera Universitaria,Barcelona,Formación integral en la política la administración pública y las instituciones abordando tanto la teoría política como la gestión pública.,4 años
Grado en Ciencias Políticas y de la Administración,Universidad de Granada,7.300,73,Carrera Universitaria,Granada,Estudios sobre el análisis político y administrativo con énfasis en la toma de decisiones en el sector público.,4 años
Grado en Ciencias Políticas y de la Administración Pública,Universidad de Zaragoza,7.600,85,Carrera Universitaria,Zaragoza,Combinación de teoría política ciencia política y administración pública con un enfoque práctico en la gestión pública y la política internacional.,4 años
Grado en Ciencias Políticas y de la Administración Pública,Universidad de La Laguna,7.400,77,Carrera Universitaria,La Laguna,Formación teórica y práctica sobre la gestión y administración pública así como el análisis de políticas públicas a nivel nacional e internacional.,4 años
Grado en Ciencias Políticas y Gestión Pública,Universidad de Alcalá,7.100,72,Carrera Universitaria,Alcalá de Henares,Programa que aborda tanto la teoría política como la gestión administrativa y pública en instituciones gubernamentales y organizaciones internacionales.,4 años
Grado en Ciencias Políticas y Gestión Pública,Universidad de Deusto,7.500,78,Carrera Universitaria,Bilbao,Enfoque práctico y académico para formar a expertos en la gestión pública y en los sistemas políticos.,4 años
Grado en Ciencias Políticas de Gobierno y Administración Pública,Universidad de Navarra,7.800,90,Carrera Universitaria,Pamplona,Formación multidisciplinar que aborda la ciencia política la administración pública y la gestión gubernamental.,4 años
Grado en Ciencias Políticas de Gobierno y Administración Pública,Universidad Pontificia Comillas,7.900,85,Carrera Universitaria,Madrid,Estudios orientados al análisis de políticas públicas la gestión gubernamental y el ámbito internacional con un enfoque práctico.,4 años
Máster en Ciencias Políticas,Universidad Complutense de Madrid,8.000,88,Máster,Madrid,Programa avanzado en análisis político políticas públicas y relaciones internacionales con enfoque en la práctica y la investigación.,1-2 años
Máster en Ciencias Políticas,Universidad de Barcelona,7.800,80,Máster,Barcelona,Especialización en el análisis de políticas públicas y las relaciones internacionales combinando teoría y práctica.,1-2 años
Máster en Ciencias Políticas,Universidad Autónoma de Madrid,8.100,82,Máster,Madrid,Formación avanzada en ciencia política con especialización en gestión pública y análisis político.,1-2 años
Máster en Ciencias Políticas y Gestión Pública,Universidad de Salamanca,8.200,84,Máster,Salamanca,Enfoque práctico y académico para la gestión de políticas públicas y el análisis de la política internacional.,1-2 años
Máster en Ciencias Políticas y Gestión Pública,Universidad de Deusto,8.000,80,Máster,Bilbao,Programa de postgrado en análisis y gestión pública con especial enfoque en políticas internacionales y la gestión de instituciones gubernamentales.,1-2 años
name,university,cutOffMark,popularity,type,location,description,duration
Grado en Ciencias y Tecnologías Aplicadas al Deporte y al Acondicionamiento Físico,Universidad de Valencia,7.200,78,Carrera Universitaria,Valencia,Formación integral en ciencias del deporte y el acondicionamiento físico combinando la teoría científica con la práctica profesional.,4 años
Grado en Ciencias y Tecnologías Aplicadas al Deporte y al Acondicionamiento Físico,Universidad Politécnica de Valencia,7.400,80,Carrera Universitaria,Valencia,Programa orientado al estudio y la aplicación de tecnologías en el ámbito deportivo y la mejora del rendimiento físico.,4 años
Grado en Ciencias y Tecnologías Aplicadas al Deporte y al Acondicionamiento Físico,Universidad de Barcelona,7.000,75,Carrera Universitaria,Barcelona,Estudios multidisciplinarios sobre el deporte el ejercicio físico y las ciencias aplicadas al rendimiento humano.,4 años
Grado en Ciencias y Tecnologías Aplicadas al Deporte y al Acondicionamiento Físico,Universidad Autónoma de Madrid,7.100,70,Carrera Universitaria,Madrid,Grado que combina formación teórica y práctica en los ámbitos del acondicionamiento físico y el deporte profesional.,4 años
Grado en Ciencias y Tecnologías del Mar,Universidad de Cádiz,7.300,82,Carrera Universitaria,Cádiz,Estudios enfocados en las ciencias marinas incluyendo biología marina oceanografía y la gestión del entorno marino.,4 años
Grado en Ciencias y Tecnologías del Mar,Universidad de Vigo,7.500,80,Carrera Universitaria,Vigo,Programa especializado en el estudio y la investigación de los ecosistemas marinos y su explotación sostenible.,4 años
Grado en Ciencias y Tecnologías del Mar,Universidad de Las Palmas de Gran Canaria,7.400,75,Carrera Universitaria,Las Palmas,Formación en biología marina tecnologías aplicadas al mar y conservación del medio ambiente marino.,4 años
Grado en Ciencias y Tecnologías del Mar,Universidad de Alicante,7.200,78,Carrera Universitaria,Alicante,Estudios relacionados con el medio marino sus recursos y el desarrollo de tecnologías aplicadas a la investigación y la explotación sostenible del mar.,4 años
Máster en Ciencias del Mar,Universidad de Cádiz,8.000,85,Máster,Cádiz,Programa avanzado que profundiza en áreas como la biología marina oceanografía y la gestión sostenible de los recursos marinos.,1-2 años
Máster en Ciencias del Mar,Universidad de Vigo,8.200,80,Máster,Vigo,Formación especializada en ciencias del mar incluyendo la gestión de recursos marinos y la investigación en ecología marina.,1-2 años
Máster en Ciencias del Mar,Universidad de Barcelona,8.100,75,Máster,Barcelona,Estudios avanzados en ciencias marinas y tecnología marina con un enfoque en investigación y sostenibilidad.,1-2 años
Máster en Ciencias Marinas,Universidad de Alicante,8.000,78,Máster,Alicante,Programa de posgrado con especialización en biotecnología marina conservación de ecosistemas y gestión de recursos marinos.,1-2 años
Grado en Cine,Universidad de Sevilla,7.200,80,Carrera Universitaria,Sevilla,Formación en cine desde su historia hasta su producción con un enfoque teórico-práctico.,4 años
Grado en Cine,Universidad de Barcelona,7.400,82,Carrera Universitaria,Barcelona,Estudios dedicados al cine la producción audiovisual la teoría y la historia del cine con un enfoque práctico.,4 años
Grado en Cine,Universidad Pompeu Fabra,7.300,78,Carrera Universitaria,Barcelona,Grado en el que los estudiantes adquieren conocimientos en dirección producción y análisis cinematográfico.,4 años
Grado en Cine,Universidad Autónoma de Madrid,7.100,75,Carrera Universitaria,Madrid,Formación centrada en la creación análisis y producción cinematográfica y audiovisual.,4 años
Grado en Cine y Cultura,Universidad de Valencia,7.500,84,Carrera Universitaria,Valencia,Grado que combina el estudio del cine con una reflexión crítica sobre su impacto cultural y social.,4 años
Grado en Cine y Cultura,Universidad de Salamanca,7.200,77,Carrera Universitaria,Salamanca,Estudios sobre el cine como fenómeno cultural histórico y social con un enfoque práctico y académico.,4 años
Grado en Cine y Cultura,Universidad de Málaga,7.300,79,Carrera Universitaria,Málaga,Programa interdisciplinario que conecta el cine con la cultura la historia y la teoría de los medios audiovisuales.,4 años
Máster en Cine,Universidad de Barcelona,8.000,85,Máster,Barcelona,Formación avanzada en cine dirección producción y guionismo con un enfoque en el cine contemporáneo.,1-2 años
Máster en Cine,Universidad Pompeu Fabra,8.200,80,Máster,Barcelona,Programa de posgrado especializado en la creación cinematográfica análisis y producción de proyectos audiovisuales.,1-2 años
Máster en Cine y Cultura,Universidad de Valencia,8.100,82,Máster,Valencia,Posgrado que profundiza en el cine y su relación con la cultura y la sociedad con una orientación crítica y analítica.,1-2 años
Máster en Cine y Cultura,Universidad de Salamanca,8.000,78,Máster,Salamanca,Formación avanzada en cine y estudios culturales con una perspectiva histórica y contemporánea del séptimo arte.,1-2 años
Grado en Cine y Ficción Audiovisual,Universidad de Valencia,7.400,80,Carrera Universitaria,Valencia,Formación que combina el cine y la producción de ficción audiovisual abordando la dirección producción y guion.,4 años
Grado en Cine y Ficción Audiovisual,Universidad de Barcelona,7.500,82,Carrera Universitaria,Barcelona,Grado que enfoca en la creación de contenidos audiovisuales para la ficción con énfasis en la narración visual y la producción.,4 años
